; Rank;Company;Country;Sales;Assets;Market Value;Sector;Industry;Snippet
1830;1831;Nippon Paper Industries;Japan;9;12;02. Jan;Materials;;Die Nippon Paper Group, Inc. (jap. 株式会社日本製紙グループ本社, Kabushiki kaisha Nippon Seishi Gurūpu Honsha) ist eine japanische Unternehmensgruppe der Papier-, Verpackungs- und Baustoffindustrie. Der Jahresumsatz des Konzerns belief sich 2017/18 auf knapp 8 Mrd.
1831;1832;TAQA;United Arab Emirates;04. Apr;28. Apr;0.941;Utilities;Electric Utilities;TAQA ist ein Energieunternehmen aus dem Emirat Abu Dhabi. 2016 verfügte die Firma über eine Entsalzungskapazität von 4,169 Mio. m³ Wasser pro Tag und eine installierte Kraftwerksleistung von 17,41 GW.
1832;1833;United Aircraft;Russia;06. Feb;17. Feb;04. Apr;Industrials;;OAK ist ein russisches Luftfahrtkonsortium, das aus den größten Flugzeugherstellern Russlands, Suchoi, Mikojan-Gurewitsch, Tupolew, Iljuschin und Irkut besteht. Per Dekret des russischen Präsidenten wurden 92 Prozent der Anteile im Oktober 2018 …Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtOAK ist ein russisches Luftfahrtkonsortium, das aus den größten Flugzeugherstellern Russlands, Suchoi, Mikojan-Gurewitsch, Tupolew, Iljuschin und Irkut besteht. Per Dekret des russischen Präsidenten wurden 92 Prozent der Anteile im Oktober 2018 an Rostec übergeben.
1833;1834;Inventec;Taiwan;13. Mrz;05. Jul;02. Jun;Information Technology;Computer Hardware;NaN
1834;1835;Bluescope Steel;Australia;07. Apr;06. Aug;05. Jan;Materials;;BlueScope Steel ist ein australisches Unternehmen mit Firmensitz in Melbourne. Das Unternehmen war im Aktienindex S&P/ASX 50 gelistet. BlueScope Steel produziert Stahl verschiedener Sorten. Das Unternehmen wurde 2002 gegründet, als der St…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtBlueScope Steel ist ein australisches Unternehmen mit Firmensitz in Melbourne. Das Unternehmen war im Aktienindex S&P/ASX 50 gelistet. BlueScope Steel produziert Stahl verschiedener Sorten. Das Unternehmen wurde 2002 gegründet, als der Stahlbereich von BHP Billiton als eigenständiges Unternehmen abgetrennt wurde. Hochöfen befinden sich in Port Kembla nahe Wollongong und Hastings nahe Melbourne. Außerdem besitzt BlueScope Steel das New Zealand Steel-Werk in Glenbrook nahe Waiuku, Neuseeland.
1835;1836;Hanwa;Japan;13. Feb;05. Sep;01. Apr;Materials;Diversified Metals & Mining;Hanwha ist ein südkoreanisches Unternehmen mit Firmensitz in Seoul. Hanwha gehört zu den größten Konzernen in Südkorea und ist als Jaebeol strukturiert. Hanwha wurde 1952 gegründet. Vorsitzender ist Kim Seung-yeon. Das Unterneh…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtHanwha ist ein südkoreanisches Unternehmen mit Firmensitz in Seoul. Hanwha gehört zu den größten Konzernen in Südkorea und ist als Jaebeol strukturiert. Hanwha wurde 1952 gegründet. Vorsitzender ist Kim Seung-yeon. Das Unternehmen ist in verschiedenen Wirtschaftsbereichen tätig: Chemie, Rüstung, Versicherungen, Logistik, Telekommunikation, Schiffbau und Bau.
1836;1837;Makita;Japan;03. Jul;5;09. Mai;Consumer Staples;Household/Personal Care;https://www.makita.deMakita Makita Werkzeug GmbH - Startseite. Cookie Richtlinien - Dort erhalten Sie weitere Informationen, sowie Details zum Widerrufsrecht.
1837;1838;China Railway Signal & Communication;China;04. Apr;07. Feb;07. Mrz;Telecommunication Services;;NaN
1838;1839;Shanghai Industrial Holdings;Hong Kong;02. Sep;19. Mai;03. Mrz;Financials;;NaN
1839;1840;Xiamen International Trade Group;China;13. Jan;08. Jun;02. Feb;;;NaN
1840;1841;Hokkoku Bank;Japan;0.607;36.5;01. Jan;Financials;Regional Banks;NaN
1841;1842;Dali Foods Group;China;02. Jul;02. Apr;8;Financials;;NaN
1842;1843;Commercial Bank of Qatar;Qatar;01. Jul;35.8;03. Apr;Financials;Regional Banks;NaN
1843;1844;Industrias Peñoles;Mexico;04. Apr;06. Sep;10. Apr;;;https://de.disfold.com/top-unternehmen-mexiko-ipcGeschätzte Lesezeit: 4 min
1844;1845;Allahabad Bank;India;03. Feb;35.7;0.838;Financials;Regional Banks;Banking for India since 1865. Get updates on Banking. Disclaimer: Allahabad Bank is not liable for confidentiality of information shared by you on Twitter.
1845;1846;Avery Dennison;United States;06. Jan;04. Apr;07. Jan;;;https://www.averydennison.com/de/home.htmlAvery Dennison arbeitet mit Rotary zusammen, um das Hochwasser-Hilfsprogramm in Kerala zu unterstützen. Wir haben uns mit Rotary International zusammengetan, um Familien zu unterstützen, die während der Überschwemmungen in Kerala, Indien, im August 2018 ihr Zuhause verloren haben. Die Initiative zum Wiederaufbau von Kerala brachte in Indien unsere Mitarbeiter, die einer örtlichen …
1846;1847;Merlin Properties SOCIMI S.A;Spain;0.401;11. Mai;05. Apr;;;Merlin Properties ist eine börsennotierte spanische Socimi (spanische Version eines REIT) und Teil des spanischen IBEX 35-Index. Der Immobilienverwalter wurde 2014 von den zwei ehemaligen Deutsche Bank-Angestellten Ismael Clemente und Miguel Ollero unter dem Namen Magic … Merlin Properties ist eine börsennotierte spanische Socimi (spanische Version eines REIT) und Teil des spanischen IBEX 35-Index. Der Immobilienverwalter wurde 2014 von den zwei ehemaligen Deutsche Bank-Angestellten Ismael Clemente und Miguel Ollero unter dem Namen Magic Real Estate gegründet. Das Vermögen von Merlin Properties beschränkt sich ausschließlich auf Gewerbeimmobilien wie Büros, Verkaufsflächen und Hotels. Mit dem Torre PwC gehört Merlin das dritthöchste Gebäude Spaniens. Im Jahr 2016... +
1847;1848;Petro Rabigh;Saudi Arabia;06. Jul;15. Mai;3;Materials;Diversified Chemicals;NaN
1848;1849;Phosagro;Russia;02. Aug;03. Aug;05. Mai;Materials;;https://www.boerse.de/aktien/PhosAgro-GDR-Aktie/US71922G209312.10.2017 · PHOSAGRO GDR AKTIE (ISIN: US71922G2093): Realtime-Kurs der PhosAgro GDR Aktie, Dividenden-Rendite und Termine, aktuelle Nachrichten ⇒ Die nächsten Kursziele.
1849;1850;UCO Bank;India;02. Sep;35.7;0.905;Financials;Regional Banks;NaN
1850;1851;China Molybdenum;China;1;12. Jul;11;Materials;;China Molybdenum (vereinfachtes Chinesisch: 中国 钼 业; traditionelles Chinesisch: 中國 鉬 業) ist der größte Rohstoffförderer von Molybdän in der Volksrepublik China. Das Unternehmen ist zudem eines der größten Wolfram-, Kupfer-, Kobalt- und Niobförderer der Welt.
1851;1852;NH Investment & Securities;South Korea;01. Mai;35.6;3;;;NaN
1852;1853;Japan Securities;Japan;0.212;35.6;0.514;Financials;Investment Services;NaN
1853;1854;Corporation Bank;India;03. Feb;35.5;0.98;Financials;Regional Banks;https://www.gabler-banklexikon.de/definition/corporate-banking-56747Das Corporate Banking ist beziehungsgetrieben (Relationship-Ansatz), während das Investment Banking, das ebenfalls auf Unternehmenskunden ausgerichtet ist, produktgetrieben ist. Der sog. Corporate Banker versteht sich als Relationship-Banker, der als Generalist die gesamte bankbetriebliche Produktpalette abdeckt und für die Kundenbeziehung in toto verantwortlich ist. Demgegenüber ist der …Geschätzte Lesezeit: 2 min
1854;1855;Public Power;Greece;05. Aug;18. Jan;0.754;Utilities;Electric Utilities;NaN
1855;1856;Tongling Nonferrous Metals;China;12. Aug;06. Jan;04. Sep;Materials;Diversified Metals & Mining;NaN
1856;1857;Zhongsheng Group Holdings;China;10. Aug;05. Jul;03. Jan;;;NaN
1857;1858;Alawwal Bank;Saudi Arabia;01. Apr;28;03. Apr;Financials;;NaN
1858;1859;Oriental Bank of Commerce;India;03. Feb;34.9;0.769;Financials;Regional Banks;https://wise.com/de/swift-codes/ORBCINBBOVSDetails zum SWIFT-Code ORIENTAL BANK OF COMMERCE Ein SWIFT/BIC-Code ist 8-11 Zeichen lang und dient zur Identifizierung des Landes, der Stadt, der Bank und der Bankfiliale. Bankcode A-Z 4 Buchstaben stehen für die Bank. Sie sehen in den meisten Fällen wie eine Kurzform des Banknamens aus. Ländercode A-Z 2 Buchstaben stehen für das Land, in dem sich die Bank befindet. Ortscode 0-9 …
1859;1860;Paramount Res;Canada;0.186;01. Mai;01. Apr;;;NaN
1860;1861;Toyota Boshoku;Japan;12. Mai;05. Jun;4;Consumer Discretionary;Auto & Truck Parts;https://www.firmenwissen.de/az/firmeneintrag/80637/8290763937/TOYOTA...TOYOTA BOSHOKU EUROPE N.V. MUNICH BRANCH mit Sitz in München ist im Handelsregister mit der Rechtsform Aktiengesellschaft eingetragen. Das Unternehmen wird beim Amtsgericht 80333 München unter der Handelsregister-Nummer HRB 212093 geführt. Das Unternehmen ist wirtschaftsaktiv. Die letzte Änderung im Handelsregister wurde am 15.10.2018 vorgenommen. Das Unternehmen wird …
1861;1862;JC Penney;United States;12. Mai;09. Mrz;01. Aug;Consumer Discretionary;Department Stores;J. C. Penney ist ein US-amerikanisches Einzelhandelsunternehmen mit Sitz in Plano. Das Unternehmen wurde 1902 von James Cash Penney und William Henry McManus in Kemmerer gegründet. Zum Sortiment von J. C. Penney gehören unter …Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtJ. C. Penney ist ein US-amerikanisches Einzelhandelsunternehmen mit Sitz in Plano. Das Unternehmen wurde 1902 von James Cash Penney und William Henry McManus in Kemmerer gegründet. Zum Sortiment von J. C. Penney gehören unter anderem Kleidung, Schuhe, Möbel, Schmuck, Kosmetik, Elektrogeräte und Haushaltsgegenstände im unteren bis mittleren Preissegment. Mit dem Unternehmen Polo Ralph Lauren bestand zwischen 2008 und 2012 eine Exklusiv-Kooperation über die niedrigpreisige Lizenz-Bekleidungs- und Accessoiresmarke American Living.
1862;1863;Spectrum Brands Holdings;United States;05. Jan;7;08. Jan;;;Spectrum Brands ist ein börsennotierter US-amerikanischer Mischkonzern mit Sitz in Middleton.
1863;1864;G4S;United Kingdom;10. Feb;06. Sep;6;Industrials;Security Systems;G4S works to safeguard the welfare and prosperity of millions of people worldwide – helping to create safer and better environments in which people live and work. With operations on six continents and 533,000 employees, we are the leading global integrated security company.
1864;1865;Jabal Omar Development;Saudi Arabia;0.45;06. Jan;16. Sep;;;127 Zeilen · Jabal Omar Development Project Gestaltungsrichtlinien für städtebauliches …
1865;1866;Guoco Group;Hong Kong;01. Aug;14. Sep;03. Aug;;;NaN
1866;1867;Two Harbors Investment;United States;0.741;20. Jan;03. Apr;Financials;Real Estate;NaN
1867;1868;Beijing Capital Development;China;04. Mrz;26. Jan;04. Sep;Financials;;NaN
1868;1869;Hellenic Petroleum;Greece;07. Apr;07. Jun;01. Jul;Energy;Oil & Gas Operations;Hellenic Petroleum ging 1998 aus der vormals staatlichen Public Petroleum Corporation S.A. hervor. Die Hauptaktivitäten liegen in der Verarbeitung und dem Vertrieb von Erdölprodukten sowie der Erdölförderung. Weitere liegen im Bereich der El…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtHellenic Petroleum ging 1998 aus der vormals staatlichen Public Petroleum Corporation S.A. hervor. Die Hauptaktivitäten liegen in der Verarbeitung und dem Vertrieb von Erdölprodukten sowie der Erdölförderung. Weitere liegen im Bereich der Elektrizität und der Fertigung von Kunststoffgranulaten. Das Unternehmen ist im Athex Composite Share Price Index an der Athener Börse gelistet.
1869;1870;Enka;Turkey;03. Mai;07. Jun;06. Aug;Industrials;Construction Services;www.enka.deENKA stellt aus Zellulose endlose Viskosegarne (Multifilament-Garne) mit dem Markennamen ENKA ® Viscose her. Die Seide war das Vorbild für die Erfinder von ENKA ® Viscose. mehr... standort Westeuropas. mehr... Endlosgarne aus ENKA ® Viscose sind für vielfältige textile Einsatzgebiete geeignet und in zahlreichen Varianten erhältlich.
1870;1871;Jilin Jiutai Rural Commercial Bank;China;01. Mai;27. Jun;02. Jul;Financials;;NaN
1871;1872;Innolux;Taiwan;08. Sep;11. Mai;04. Feb;Information Technology;Computer Hardware;"InnoLux LCD Module - perfekt für Industrie. Wir präsentieren hier die Innolux LCD Displays der Größen 5,7"" bis 26"" und zwar die G-Serie. Alle Innolux TFT Module dieser Serie sind speziell für den Industriemarkt - robust, erweiterter Temperaturbereich und langfristig verfügbar.. Innolux Display (ChiMei) ist größter taiwanesischer Display Hersteller."
1872;1873;Luzerner Kantonalbank;Switzerland;0.62;34.3;03. Jun;Financials;Regional Banks;https://www.lukb.ch30.04.2021 · Wir sind die führende Universalbank im Kanton Luzern und bieten Privatpersonen und Unternehmen überzeugende Finanzdienstleistungen. Luzerner Kantonalbank – führend, solide, persönlich - LUKB Sprunglinks
1873;1874;China Resources Gas Group;Hong Kong;04. Feb;07. Jul;8;Materials;;NaN
1874;1875;First Quantum Minerals;Canada;02. Jul;19. Mai;07. Apr;Materials;Diversified Metals & Mining;First Quantum Minerals Ltd. ist ein kanadisches Bergbau-Unternehmen mit Sitz in Vancouver.
1875;1876;ST Engineering;Singapore;04. Aug;05. Aug;8;Industrials;Aerospace & Defense;www.st-e.deHome - ST-Engineering GmbH. Die ST-Engineering GmbH ist Ihr Partner für die funktionale Entwicklung von Schienenfahrzeugen. Wir managen Ihren Entwicklungsprozess, führen eigenständig Entwicklungen aus oder übernehmen Teilaufgaben im Rahmen …
1876;1877;Delek Group;Israel;01. Mai;34.2;02. Aug;Financials;Investment Services;Delek Group Ltd. ist ein börsennotierter israelischer, vorwiegend in der Energiebranche tätiger Mischkonzern mit Firmensitz in Netanja. Das Unternehmen ist im TA-100 Index an der Tel Aviv Stock Exchange gelistet.
1877;1878;Lanxess;Germany;08. Mai;10. Jun;06. Feb;Materials;Diversified Chemicals;https://lanxess.com/de-DELANXESS ist ein führender Spezialchemie-Konzern. Das Kerngeschäft von LANXESS bilden Entwicklung, Herstellung und Vertrieb von chemischen Zwischenprodukten, Additiven, Spezialchemikalien und Kunststoffen. LANXESS ist Mitglied in den führenden Nachhaltigkeitsindizes Dow Jones Sustainability Index (DJSI World und Europe) und FTSE4Good.
1878;1879;Extra Space Storage;United States;0.973;07. Jan;09. Aug;;;Life transitions are difficult. We make them easier.
1879;1880;Financial Street Holdings;China;02. Aug;16. Feb;5;Financials;Real Estate;NaN
1880;1881;Burberry Group;United Kingdom;03. Jun;02. Sep;09. Jun;Consumer Discretionary;Apparel/Accessories;Burberry ist eine 1856 von dem britischen Textilkaufmann Thomas Burberry ins Leben gerufene Modemarke im oberen Preissegment, die bis heute besonders für ihr markenrechtlich geschütztes Check-Karomuster international bekannt ist.
1881;1882;Petronas Gas;Malaysia;01. Jan;03. Jul;08. Aug;Utilities;Natural Gas Utilities;NaN
1882;1883;Workday;United States;01. Jun;03. Feb;16. Jun;;;https://www.workday.com/de-deDie Workday Enterprise Management Cloud umfasst aktuell Lösungen für Finanzen, HR, Planung und Ausgabenmanagement. Workday Enterprise Management Cloud befreit Unternehmen von den Fesseln herkömmlicher ERP-Systeme und macht sie zu Outperformern. Erfahren Sie mehr.Ort: The Squaire 12, Frankfurt am Main, 60549Telefon: 089 21093215
1883;1884;GS Engineering;South Korea;09. Mai;11. Jan;2;Industrials;Construction Services;www.gs-engineers.deDie GS-Engineers GmbH bietet Ihnen auf Basis der Kern­kompetenzen und der Er­fahrungen unserer Mitarbeiter Lösungen, die Sie über­zeugen werden. Wir unterstützen Sie sowohl branchen- als auch techno­logie­über­greifend bei der Verwirk­lichung Ihrer Vorhaben und …
1884;1885;Hokkaido Electric Power;Japan;06. Mai;15. Mai;01. Mai;Utilities;Electric Utilities;Hokkaidō Denryoku K.K. (jap. 北海道電力株式会社, Hokkaidō denryoku kabushiki kaisha; wörtlich: Elektrische Energie Hokkaidō; kurz: 北電, Hokuden; engl. Hokkaido Electric Power Co., Inc.; kurz: HEPCO) ist einer der kleineren japanischen Energieversorger.
1885;1886;Lonza Group;Switzerland;04. Feb;07. Jan;10. Sep;Materials;;Die Lonza Group AG ist ein schweizerisches Chemie- und Pharmaunternehmen mit Hauptsitz in Basel.
1886;1887;FIBI Holdings;Israel;01. Jan;33.6;0.732;Financials;Regional Banks;NaN
1887;1888;GEA Group;Germany;5;06. Mai;08. Jun;Industrials;Conglomerates;https://www.gea.com/deGEA ist weltweit einer der größten Systemanbieter für die Nahrungsmittel-, Getränke- und Pharmaindustrie. Der international tätige industrielle Technologiekonzern fokussiert sich dabei auf Maschinen und Anlagen sowie auf anspruchsvolle Prozesstechnik, Komponenten und umfassende Servicedienstleistungen. Mit mehr als 18.000 Beschäftigten generierte der Konzern im Geschäftsjahr …
1888;1889;Mid-america Apartment Communities;United States;01. Jan;11. Jun;11. Jun;;;NaN
1889;1890;Vietnam Dairy Products;Vietnam;02. Jan;01. Mrz;09. Jan;Consumer Staples;;NaN
1890;1891;Sumitomo Rubber;Japan;7;07. Jul;04. Mai;Consumer Discretionary;Auto & Truck Parts;https://www.sumitomo-rubber.de24.03.2021 · Die Sumitomo Rubber Europe GmbH betreibt am Standort Hanau ein Test- und Entwicklungszentrum für Pkw- und Lkw-Reifen und ist eine hundertprozentige Tochter der Sumitomo Rubber Industries, Ltd. mit Sitz in Kobe, Japan, die wiederum mit 32 weiteren Konzernen zur Sumitomo Group gehört und eine der größten Firmen weltweit darstellt. Sie entwickelt und produziert Reifen der Marke Dunlop und Falken. Sumitomo Rubber …
1891;1892;Areva;France;0.011;33.3;01. Jul;Utilities;Diversified Utilities;https://www.welt.de/themen/arevaDer französische Atom-Riese Areva verzichtet auf ein höheres Angebot für den deutschen Windenergie-Anlagenbauer Repower. Nun will Areva mit dem indischen Bieter-Konkurrenten Suzlon gemeinsame ...
1892;1893;Leidos;United States;7;09. Jan;07. Jun;;;https://www.finanzen.net/aktien/leidos03.06.2020 · Leidos Holdings (früher Science Applications International Corporation (SAIC)) ist eine US-amerikanische Holding im Technologiebereich. Der Softwarehersteller vertreibt Lösungen zur ...
1893;1894;Reliance Steel;United States;08. Jun;07. Apr;05. Aug;Materials;Iron & Steel;https://www.finanzen.net/aktien/reliance_steelaluminum11.06.2021 · Reliance Steel & Aluminum Co. ist ein Unternehmen aus der Branche Stahl- / Metallindustrie aus den USA. zum Unternehmensprofil Zur Aktie Reliance Steel Aluminum
1894;1895;Kroton Educacional;Brazil;01. Mai;05. Apr;07. Jan;;;Cogna, früher bekannt als Kroton, ist das größte private Bildungsunternehmen der Welt und wurde 1966 in Belo Horizonte gegründet. Es ist seit über 45 Jahren in verschiedenen Bildungsbereichen tätig, wie Vorschulen, Grundschulen, Sekundarschulen, Erwachsenenhochschulen, Colleges, … Cogna, früher bekannt als Kroton, ist das größte private Bildungsunternehmen der Welt und wurde 1966 in Belo Horizonte gegründet. Es ist seit über 45 Jahren in verschiedenen Bildungsbereichen tätig, wie Vorschulen, Grundschulen, Sekundarschulen, Erwachsenenhochschulen, Colleges, kostenlosen Kursen und anderen damit verbundenen Bildungsaktivitäten sowie Hochschul-, Berufs- und Postgraduierungsausbildung.
1895;1896;Laurentian Bank;Canada;01. Feb;33.1;01. Mai;Financials;Regional Banks;https://www.finanzen.net/aktien/laurentian_bank_of_canada20.06.2020 · Die Laurentian Bank of Canada Aktie wird unter der ISIN CA51925D1069 an den Börsen Frankfurt, Toronto und Nasdaq OTC gehandelt. Laurentian Bank of …
1896;1897;Babcock International Group;United Kingdom;06. Jan;07. Jun;05. Mai;Consumer Discretionary;Business & Personal Services;Babcock International Group ist ein multinationales Unternehmen mit Sitz in London. Es wurde 1891 gegründet und war an der Londoner Börse im Aktienindex FTSE 100 gelistet. Babcock ist auf Support-Services-Management komplexer Verm…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtBabcock International Group ist ein multinationales Unternehmen mit Sitz in London. Es wurde 1891 gegründet und war an der Londoner Börse im Aktienindex FTSE 100 gelistet. Babcock ist auf Support-Services-Management komplexer Vermögenswerte und der Infrastruktur in sicherheits- und geschäftskritischen Umgebungen spezialisiert. Obwohl das Unternehmen auch zivilrechtliche Verträge hat, macht es sein Hauptgeschäft mit öffentlichen Einrichtungen, insbesondere dem Verteidigungsministerium des Vereinigten Königreichs und Network Rail. Das Unternehmen verfügt über vier operative Divisionen mit Übersee-Einsätzen in Afrika, Nordamerika und Australien. Am Umsatz im Verteidigungsgeschäft gemessen rangiert Babcock auf dem 41. Platz aller Rüstungsunternehmen; es ist das drittgrößte im Vereinigten Königreich.
1897;1898;Fabege AB;Sweden;0.246;05. Mai;02. Jul;;;NaN
1898;1899;First Citizens BancShares;United States;01. Mai;33;03. Sep;;;Welcome to our Facebook page! View our Community Guidelines: https://www.firstcitizens.com/socialterms/
1899;1900;Hella Kgaa Hueck &;Germany;07. Jan;05. Mai;04. Sep;;;https://www.hella.com/hella-com/de/Unternehmen-30.html08.09.2019 · Die HELLA KGaA Hueck & Co. ist ein global aufgestelltes innovatives Familienunternehmen. ... HELLA ist ein global aufgestelltes, börsennotiertes Familienunternehmen mit über 100-jähriger Geschichte. Wir entwickeln und fertigen für die Automobilindustrie Lichttechnik und Elektronikprodukte und verfügen über eine der größten Handelsorganisationen für Kfz-Teile und …
1900;1901;BOK Financial;United States;01. Mai;33;5;Financials;Regional Banks;NaN
1901;1902;Jazz Pharmaceuticals;Ireland;01. Mai;04. Aug;09. Feb;Health Care;;https://www.finanzen.net/aktien/jazz_pharmaceuticals_118.06.2020 · Jazz Pharmaceuticals Chart. Der Dividenden-Chartvergleich zeigt die Rendite inklusive der Ausschüttungen (Aktienkurs + Dividende, grün) im …
1902;1903;Toho Holdings;Japan;11. Aug;05. Jun;01. Jun;Financials;Pharmaceuticals;NaN
1903;1904;Microchip Technology;United States;03. Jan;07. Jan;16;Information Technology;Semiconductors;https://www.microchip.comMicrochip Technology Inc. (MCHP) is a leading provider of microcontroller, mixed-signal, analog and Flash-IP solutions, providing low-risk product development, lower total system cost and faster time to market for thousands of diverse customer applications worldwide. Microchip offers outstanding technical support along with dependable delivery and quality.
1904;1905;Shanghai International Airport;China;1;03. Sep;08. Jun;Industrials;;Der Shanghai Pudong International Airport ist mit dem Shanghai-Hongqiao einer der beiden internationalen Flughäfen der chinesischen Stadt Shanghai. Das Unternehmen mit Sitz im Stadtbezirk Pudong ist im Aktienindex SSE 50 gelistet. 2019 betrug das P…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtDer Shanghai Pudong International Airport ist mit dem Shanghai-Hongqiao einer der beiden internationalen Flughäfen der chinesischen Stadt Shanghai. Das Unternehmen mit Sitz im Stadtbezirk Pudong ist im Aktienindex SSE 50 gelistet. 2019 betrug das Passagieraufkommen reichlich 76 Millionen, damit ist Shanghai-Pudong der zweitgrößte Flughafen in China und lag im weltweiten Vergleich im gleichen Jahr auf Platz 8. Der Flughafen ist ein Drehkreuz von China Eastern Airlines.
1905;1906;Atmos Energy;United States;03. Feb;10. Jun;08. Apr;Energy;;https://www.finanzen.net/aktien/atmos_energy05.06.2020 · Atmos Energy Corp. ist ein Unternehmen aus der Branche Öl / Gas (Versorger) aus den USA. Unternehmen aus der Peer Group von Atmos Energy Corp. ist Ameren Corp..
1906;1907;Amdocs;United States;03. Aug;05. Feb;9;Information Technology;Software & Programming;https://www.finanzen.net/aktien/amdocs06.06.2020 · Die Amdocs LtdShs Aktie wird unter der ISIN GB0022569080 an den Börsen Frankfurt, München, Stuttgart, NASDAQ, Mexiko, Bats, BX World, NDB, Tradegate, Lang & Schwarz und Quotrix gehandelt. Amdocs ...
1907;1908;Kuwait Projects;Kuwait;2;32.7;02. Jan;Financials;Investment Services;NaN
1908;1909;China Aviation Oil;Singapore;11. Jul;01. Mrz;1;Industrials;Trading Companies;"China Aviation Oil (Singapur) Corporation Ltd (""CAO"") (SGX: G92) ist der größte Abnehmer von Düsentreibstoff im asiatisch-pazifischen Raum und der wichtigste Lieferant von importiertem Düsentreibstoff für die Zivilluftfahrtindustrie der Volksrepublik China (""PRC""). CAO beliefert …Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtChina Aviation Oil (Singapur) Corporation Ltd (""CAO"") (SGX: G92) ist der größte Abnehmer von Düsentreibstoff im asiatisch-pazifischen Raum und der wichtigste Lieferant von importiertem Düsentreibstoff für die Zivilluftfahrtindustrie der Volksrepublik China (""PRC""). CAO beliefert die drei wichtigsten internationalen Flughäfen in der VR China, d. h. den Beijing Capital International Airport, den Shanghai Pudong International Airport und den Guangzhou Baiyun International Airport, und macht mehr als 90 % der Jet-Kraftstoffimporte der VR China aus. CAO ist auch im internationalen Handel mit Düsentreibstoff und anderen Ölprodukten tätig. CAO besitzt Beteiligungen an strategischen ölbezogenen …Original anzeigenVielen Dank!Feedback✕Bitte bewerten Sie diese Übersetzung:  ✕Einige Inhalte werden maschinenübersetzt aufgrund von Einstellungen für die SpracheEtwas ist schief gelaufen. Bitte versuchen Sie es später noch einmal."
1909;1910;Hakuhodo DY Holdings;Japan;11. Apr;05. Jul;04. Apr;Financials;;NaN
1910;1911;MMI Holdings;South Africa;03. Jul;32.5;02. Mai;Financials;Life & Health Insurance;NaN
1911;1912;Chinese Estates;Hong Kong;0.893;05. Sep;3;Financials;Real Estate;NaN
1912;1913;TP ICAP;United Kingdom;01. Feb;32.1;03. Jan;;;Tullett Prebon ist einer der weltweit größten Inter-Dealer-Broker mit Sitz in London. Die Aktien der Firma werden an der London Stock Exchange gehandelt. Tullett Prebon ist Mitglied im FTSE 250 Index.
1913;1914;Technipfmc;United Kingdom;1;0.001;15. Jun;Energy;;https://www.technipfmc.comTechnipFMC’s all-electric Robotic Valve Controller operating successfully in Brazil for Petrobras. Feature. Integrate. Innovate. Accelerate. Feature. Partnership agreements allow External Technology Engagement team access to thousands of start-ups. Feature. TechnipFMC’s integrated solutions surging in subsea market.
1914;1915;Murphy USA;United States;11. Jun;02. Jan;02. Jul;Consumer Discretionary;Specialty Stores;Murphy USA ist ein US-amerikanischer Tankstellenbetreiber mit Sitz in El Dorado, Arkansas. Das Unternehmen betreibt über 1470 Tankstellen in 26 Bundesstaaten der USA, von denen sich über 1100 in unmittelbarer Nähe zu Walmart-Standort…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtMurphy USA ist ein US-amerikanischer Tankstellenbetreiber mit Sitz in El Dorado, Arkansas. Das Unternehmen betreibt über 1470 Tankstellen in 26 Bundesstaaten der USA, von denen sich über 1100 in unmittelbarer Nähe zu Walmart-Standorten befinden. Nach eigenen Angaben hat Murphy USA täglich rund 1,6 Millionen Kunden.
1915;1916;Bank of Nagoya;Japan;0.4;32;0.669;Financials;Regional Banks;NaN
1916;1917;Emirates Integrated Telecom;United Arab Emirates;03. Mai;5;07. Mai;Telecommunication Services;Telecommunications services;NaN
1917;1918;St Galler Kantonalbank;Switzerland;0.585;31. Jul;02. Mrz;Financials;Regional Banks;https://www.sgkb.chDie St. Galler Kantonalbank bietet ihren Kunden in den Kantonen St. Gallen und Appenzell Ausserrhoden diverse Finanzdienstleistungen im Bereich e-Services.
1918;1919;Ares Capital;United States;01. Jan;09. Feb;07. Mai;Financials;;12 Zeilen · Ares Capital Aktie Dividendenprofil Kurs : 19.97 USD (geschätzte) Dividende : 1.6 USD …
